  EVENTID,AUTHOR   ,DATE      ,TIME       ,LAT     ,LON      ,DEPTH,DEPFIX,AUTHOR   ,TYPE  ,MAG 
603794680,ISC      ,2013-11-17,09:04:56.26,-60.3783, -46.5876,  7.9,      ,BJI      ,Ms    , 8.2
610102185,ISC      ,2014-04-01,23:46:47.38,-19.6193, -70.7877, 17.1,      ,ISC      ,MS    , 8.0
604760173,ISC      ,2014-06-23,20:53:09.93, 51.7028, 178.6428,102.1,      ,GCMT     ,Mwc   , 8.0
607208674,ISC      ,2015-04-25,06:11:26.63, 28.1302,  84.7168, 13.4,      ,BJI      ,Ms    , 8.2
607273371,ISC      ,2015-05-30,11:23:02.85, 27.8281, 140.4939,685.5,      ,JMA      ,M     , 8.1
611531714,ISC      ,2015-09-16,22:54:30.59,-31.6407, -71.6892, 12.1,      ,ISC      ,MS    , 8.0
611461544,ISC      ,2016-03-02,12:49:48.85, -4.9196,  94.2507, 26.1,      ,DJA      ,MLv   , 8.0
615035032,MOS      ,2016-11-13,11:02:57.10,-42.8170, 172.7310, 14.0,      ,NEIC     ,Ms_20 , 8.1
611831246,NEIC     ,2016-12-08,17:38:46.28,-10.6812, 161.3273, 40.0,      ,NEIC     ,Ms_20 , 8.4
611831311,NEIC     ,2016-12-17,10:51:10.50, -4.5049, 153.5216, 94.5,      ,CSEM     ,Mw    , 8.0
611831635,NEIC     ,2017-01-22,04:30:22.96, -6.2464, 155.1718,135.0,TRUE  ,CSEM     ,Mw    , 8.0
611831846,PRE      ,2017-02-21,14:07:49.20,-20.2460, -67.0730,  6.9,      ,KEA      ,mB    , 8.5
611832316,NEIC     ,2017-04-15,08:19:43.39,-23.2653, -67.7225,155.0,      ,KEA      ,mB    , 8.0
610548803,NEIC     ,2017-04-24,21:38:30.82,-33.0375, -72.0617, 28.0,TRUE  ,KEA      ,mB    , 8.2
610667651,NEIC     ,2017-05-10,23:23:36.83,-56.4140, -25.7432, 15.0,      ,KEA      ,mB    , 8.4
610694580,NEIC     ,2017-06-24,16:09:14.32,-15.4141, -73.3855, 97.0,      ,KEA      ,mB    , 8.0
610870332,NEIC     ,2017-07-18,02:05:19.75,-16.4161, -73.6357, 43.7,      ,KEA      ,mB    , 8.7
611600536,NEIC     ,2017-09-08,04:49:19.18, 15.0222, -93.8993, 47.4,      ,NEIC     ,Ms_20 , 8.3
614402163,NAM      ,2017-11-13,02:34:15.80,-36.2930,   6.3720, 15.0,      ,NAM      ,MD    , 8.3
611648221,NEIC     ,2018-01-14,09:18:45.54,-15.7675, -74.7092, 39.0,      ,KEA      ,mB    , 9.5
611653794,NEIC     ,2018-01-23,09:31:40.89, 56.0039,-149.1658, 14.1,      ,BJI      ,Ms    , 8.2
612520359,NEIC     ,2018-08-14,03:29:52.10,-58.1339, -25.2725, 25.0,      ,KEA      ,mB    , 8.3
612700510,NEIC     ,2018-08-19,00:19:40.67,-18.1125,-178.1530,600.0,      ,NEIC     ,Mwb   , 8.2
612637304,CSEM     ,2018-08-24,09:04:08.90,-11.0900, -70.8500,     ,      ,KEA      ,mB    , 9.0
612848327,NEIC     ,2018-09-06,15:49:18.71,-18.4743, 179.3502,670.8,      ,PTWC     ,Mw    , 8.1
